,master_id,interested_in_categories_12,segment
6233,71c0d46a-5b42-11ea-b36b-000d3a38a36f,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]",loyal_customers
6236,93bb83f2-aabd-11e9-a2fc-000d3a38a36f,[AKTIFCOCUK],loyal_customers
6237,f2a14c92-2733-11ea-aaaa-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
6245,a8ca09d6-5ea8-11ea-be5b-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
6254,296c8d00-9b28-11ea-a27a-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",champions
6255,2cd8ebd8-af55-11e9-a2fc-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
6260,f4b4699e-136c-11eb-8ffc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
6262,7524d54c-1e44-11ea-8bf2-000d3a38a36f,"[COCUK, AKTIFSPOR]",loyal_customers
6268,d118a940-1ff8-11ea-87bf-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
6273,9c290696-ae2c-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",champions
6274,b89c615c-a5ca-11e9-a2fc-000d3a38a36f,[AKTIFSPOR],loyal_customers
6284,d9751b84-aed6-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN]",loyal_customers
6286,9f4ecaac-ac3f-11e9-a2fc-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
6288,451d6a4e-265a-11ea-b9a0-000d3a38a36f,"[ERKEK, COCUK, KADIN]",loyal_customers
6289,d9e3a2de-ac47-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]",loyal_customers
6293,0d45cf0a-30e4-11ea-b162-000d3a38a36f,"[AKTIFCOCUK, ERKEK]",loyal_customers
6295,dd7a0f4e-a3bb-11e9-a2fc-000d3a38a36f,[COCUK],loyal_customers
6303,ddee171a-48a0-11ea-b6c0-000d3a38a36f,"[AKTIFCOCUK, AKTIFSPOR]",loyal_customers
6310,53bb6066-ac3d-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
6313,4218fe8a-ac39-11e9-a2fc-000d3a38a36f,[COCUK],loyal_customers
6314,369a8fbc-aa66-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
6320,e7f265f0-2abd-11ea-b3a7-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",loyal_customers
6321,2e480686-9d01-11e9-9897-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
6322,329968c6-a0e2-11e9-a2fc-000d3a38a36f,[ERKEK],loyal_customers
6328,256f479a-a5c0-11ea-bd63-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
6329,6fe6b34c-b1c1-11e9-89fa-000d3a38a36f,[AKTIFSPOR],loyal_customers
6333,8b1a652a-affd-11e9-9757-000d3a38a36f,[AKTIFCOCUK],loyal_customers
6334,3a1c5af4-5ec9-11ea-be5b-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",loyal_customers
6336,239de912-adb4-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK]",loyal_customers
6354,8001523e-5b0b-11ea-be1f-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",loyal_customers
6358,a09d41a8-ab14-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
6365,ad465f36-b085-11e9-9757-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
6370,6c190924-13d0-11ea-a001-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",champions
6373,5509977c-5bf0-11ea-b939-000d3a38a36f,[KADIN],loyal_customers
6378,eb392556-a2a9-11e9-a2fc-000d3a38a36f,[KADIN],champions
6385,cff97bdc-dfa8-11ea-9c1f-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
6392,00a10df4-5f9d-11ea-8dd8-000d3a38a36f,"[ERKEK, KADIN]",loyal_customers
6393,b645f268-ac48-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK]",loyal_customers
6395,ad964a0c-8ef9-11ea-8f41-000d3a38a36f,"[ERKEK, KADIN]",champions
6410,f3ca0fc6-a9d6-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, COCUK]",loyal_customers
6416,f2964aa8-ac69-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",champions
6417,746c376c-2c31-11ea-b752-000d3a38a36f,[],loyal_customers
6419,b2362f28-ff25-11e9-a5e8-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
6422,32a2ea58-47a0-11ea-b6c0-000d3a38a36f,[KADIN],loyal_customers
6425,ae9df5d0-5b91-11ea-8d81-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",champions
6426,20c4565e-aa03-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN]",loyal_customers
6427,702ca6b2-9ebc-11e9-9897-000d3a38a36f,[KADIN],loyal_customers
6430,b8fb6710-187f-11ea-9213-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",champions
6434,c1ba83aa-3043-11ea-bb28-000d3a38a36f,[KADIN],champions
6444,34ab4518-5bc1-11ea-8d35-000d3a38a36f,"[AKTIFCOCUK, KADIN]",loyal_customers
6447,83c609a6-af52-11e9-a2fc-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
6451,8045e480-88c4-11ea-9c02-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
6462,c6dd9dfe-b096-11e9-9757-000d3a38a36f,[AKTIFSPOR],loyal_customers
6464,6127e8f6-aaca-11e9-a2fc-000d3a38a36f,[],loyal_customers
6466,1b1246b4-a81c-11e9-a2fc-000d3a38a36f,[KADIN],loyal_customers
6469,036d9bda-aa0b-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN]",champions
6470,35d49358-bbb7-11ea-a0c9-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",champions
6473,a425a6e8-a9df-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
6484,ec547c8c-bd11-11ea-aa61-000d3a38a36f,"[KADIN, AKTIFSPOR]",champions
6491,b0d7defc-b0e6-11e9-9757-000d3a38a36f,[KADIN],loyal_customers
6493,158d6b10-a862-11e9-a2fc-000d3a38a36f,[AKTIFSPOR],loyal_customers
6494,93d17002-1239-11ea-a001-000d3a38a36f,[],loyal_customers
6499,19bad9e0-49cd-11ea-8a4f-000d3a38a36f,"[COCUK, KADIN]",champions
6501,5e33f644-a714-11e9-a2fc-000d3a38a36f,[KADIN],loyal_customers
6507,d5d7b8fc-aa48-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
6508,4cce3824-b15f-11e9-89fa-000d3a38a36f,[],loyal_customers
6511,ef2e5b50-a46a-11e9-a2fc-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",champions
6513,0ef16940-a10b-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",loyal_customers
6515,fb1f6e86-a76c-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
6526,e1af5cae-aa05-11e9-a2fc-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",loyal_customers
6529,1de11c9a-2a75-11ea-b3a7-000d3a38a36f,[AKTIFCOCUK],loyal_customers
6532,4fb4d678-5bc4-11ea-94d2-000d3a38a36f,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",loyal_customers
6533,e3571dde-dfb1-11ea-9c1f-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",loyal_customers
6534,2f8c01ee-a5d2-11e9-a2fc-000d3a38a36f,[ERKEK],loyal_customers
6539,d99e0d40-b1a2-11e9-89fa-000d3a38a36f,[ERKEK],loyal_customers
6547,c427986c-450a-11eb-806e-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
6548,dc438930-6097-11eb-9b71-000d3a38a36f,"[ERKEK, KADIN]",champions
6553,90b3dda4-3d74-11ea-9e19-000d3a38a36f,"[ERKEK, KADIN]",loyal_customers
6561,3ab77b10-85de-11ea-a90b-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
6565,07d80f42-a8cc-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN]",champions
6569,4df89aaa-11ef-11ea-916f-000d3a38a36f,[KADIN],champions
6571,d4e2eaea-5b53-11ea-9c06-000d3a38a36f,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",loyal_customers
6575,95912ffa-2b28-11eb-b280-000d3a38a36f,"[ERKEK, KADIN]",loyal_customers
6577,2951e736-abc1-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN]",loyal_customers
6580,20cb5694-20a9-11ea-97c9-000d3a38a36f,"[AKTIFCOCUK, ERKEK]",loyal_customers
6581,4af21a1e-d696-11e9-93bc-000d3a38a36f,"[COCUK, KADIN]",loyal_customers
6583,52afe104-2ac0-11ea-b3a7-000d3a38a36f,"[ERKEK, COCUK, KADIN]",loyal_customers
6587,8aa8ab26-97bd-11ea-9d91-000d3a38a36f,"[AKTIFCOCUK, COCUK]",loyal_customers
6589,05cf1692-9b82-11ea-a27a-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",champions
6599,55e898a4-9e28-11e9-9897-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",champions
6604,650eaeb4-a7aa-11e9-a2fc-000d3a38a36f,[ERKEK],loyal_customers
6617,3306b140-aeb3-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, AKTIFSPOR]",loyal_customers
6623,18c2a054-a9e1-11e9-a2fc-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
6624,f65e0574-9df8-11e9-9897-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
6628,b60bf8b6-aa94-11e9-a2fc-000d3a38a36f,[ERKEK],loyal_customers
6634,c7fd5898-fe41-11e9-a5e8-000d3a38a36f,[AKTIFSPOR],loyal_customers
6635,3c22fc96-40af-11ea-9be8-000d3a38a36f,"[AKTIFCOCUK, COCUK]",loyal_customers
6636,91902386-5b42-11ea-a051-000d3a38a36f,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",loyal_customers
6637,a26a6da0-aa45-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",champions
6638,439fbe44-a0ed-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",champions
6647,0d25e32a-a278-11e9-a2fc-000d3a38a36f,[KADIN],champions
6662,db1be05e-705e-11ea-8369-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
6663,c179e8a6-a761-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]",loyal_customers
6664,c1e0c4b2-392a-11ea-85d6-000d3a38a36f,[],loyal_customers
6666,53fe00d4-7b7a-11eb-960b-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",champions
6670,6d74225a-f11f-11e9-9346-000d3a38a36f,"[ERKEK, KADIN]",loyal_customers
6671,3c52cad8-1f59-11ea-87bf-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
6673,f2c8adde-aa72-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",champions
6677,f227f716-2940-11ea-b87a-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",champions
6683,3fa6c38e-abb8-11e9-a2fc-000d3a38a36f,[AKTIFSPOR],loyal_customers
6694,ab14f61e-9d34-11e9-9897-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
6709,0d54e5e6-9de9-11e9-9897-000d3a38a36f,[KADIN],loyal_customers
6712,173d1a20-b053-11e9-9757-000d3a38a36f,"[ERKEK, KADIN]",champions
6713,eea01df2-5b32-11ea-9cdc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]",loyal_customers
6714,9a0a8ff6-dfb8-11ea-9c1f-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",champions
6717,40b4f318-9dfb-11eb-9c47-000d3a38a36f,"[ERKEK, KADIN]",loyal_customers
6738,5415e8aa-a6f8-11e9-a2fc-000d3a38a36f,[AKTIFSPOR],loyal_customers
6742,db6b6914-a578-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK]",loyal_customers
6746,e336790c-f8e5-11e9-b138-000d3a38a36f,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",loyal_customers
6747,22a100d2-ab3c-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
6750,dd900470-b08b-11e9-9757-000d3a38a36f,"[AKTIFCOCUK, AKTIFSPOR]",loyal_customers
6757,c330ba4c-531b-11ea-acd3-000d3a38a36f,[KADIN],loyal_customers
6763,a9483ad0-9d5c-11e9-9897-000d3a38a36f,[AKTIFSPOR],loyal_customers
6775,60ef4524-72f1-11ea-92d0-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
6779,284e3d3c-ab0b-11e9-a2fc-000d3a38a36f,[AKTIFSPOR],loyal_customers
6784,d77e18ce-a974-11e9-a2fc-000d3a38a36f,[ERKEK],loyal_customers
6785,de1f9850-aa47-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
6786,ce9b979e-ad08-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
6788,771c24d0-4e8c-11eb-806e-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
6791,00b3ee24-aa44-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",champions
6792,c186774a-a560-11e9-a2fc-000d3a38a36f,[COCUK],loyal_customers
6793,de3c26f4-1145-11ea-8872-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
6797,bc28cafc-21d2-11ea-9618-000d3a38a36f,"[ERKEK, KADIN]",loyal_customers
6798,a84817be-5b42-11ea-963b-000d3a38a36f,[AKTIFSPOR],loyal_customers
6799,0795d840-1e81-11ea-aa32-000d3a38a36f,[ERKEK],loyal_customers
6805,5719b368-a407-11e9-a2fc-000d3a38a36f,[AKTIFSPOR],loyal_customers
6808,7ca1e984-a47f-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
6812,ecd961cc-89fd-11eb-bf0a-000d3a38a36f,[KADIN],champions
6816,3adfc65a-44df-11ea-acaf-000d3a38a36f,[KADIN],loyal_customers
6827,7f34b724-a134-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
6829,4393e1d0-cf51-11ea-a8f0-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",champions
6833,c5108314-a520-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
6835,bd458b26-b1e0-11e9-89fa-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
6839,e32fd794-a496-11e9-a2fc-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",loyal_customers
6841,7f92da5a-b018-11e9-9757-000d3a38a36f,[AKTIFCOCUK],loyal_customers
6844,dec632a0-a7e0-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
6846,c814911e-a515-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]",loyal_customers
6849,31c7789c-d883-11e9-93bc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
6853,b607da42-e53a-11ea-b769-000d3a38a36f,"[ERKEK, KADIN]",loyal_customers
6863,eeef856e-8e53-11ea-8f41-000d3a38a36f,"[KADIN, AKTIFSPOR]",champions
6867,11127778-a7cd-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",champions
6877,c5db7bdc-214e-11ea-9618-000d3a38a36f,[ERKEK],loyal_customers
6880,fa94db8e-ad4f-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]",loyal_customers
6882,f6036cfa-1ec6-11ea-aa32-000d3a38a36f,"[COCUK, KADIN]",champions
6889,42e5295c-9f68-11e9-a2fc-000d3a38a36f,[ERKEK],loyal_customers
6891,f0ceda64-aabb-11e9-a2fc-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",champions
6895,7973aaa0-a28a-11e9-a2fc-000d3a38a36f,[AKTIFCOCUK],loyal_customers
6896,1076e198-af9b-11e9-a2fc-000d3a38a36f,[KADIN],loyal_customers
6910,5d220680-b153-11e9-9757-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
6911,7dec41d0-e49a-11e9-ad00-000d3a38a36f,"[ERKEK, COCUK]",loyal_customers
6919,97ddd72a-fee9-11e9-a5e8-000d3a38a36f,[AKTIFSPOR],loyal_customers
6922,b1754fb2-d6e7-11e9-93bc-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
6923,629a72c8-9f1a-11e9-9897-000d3a38a36f,[AKTIFSPOR],loyal_customers
6927,85c114a2-2a5a-11ea-99b3-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
6931,183b94bc-2a9f-11ea-b3a7-000d3a38a36f,"[AKTIFCOCUK, AKTIFSPOR]",loyal_customers
6933,b1b91e66-27e3-11ea-a043-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
6935,b0a60f92-e78d-11ea-8f44-000d3a38a36f,[AKTIFSPOR],loyal_customers
6937,ce58b102-a819-11e9-a2fc-000d3a38a36f,"[KADIN, AKTIFSPOR]",champions
6940,f05a1aa2-6722-11ea-9d38-000d3a38a36f,[ERKEK],loyal_customers
6943,dc1ac5d4-244a-11ea-a30f-000d3a38a36f,"[AKTIFCOCUK, COCUK]",loyal_customers
6944,4cdde676-ad5d-11e9-a2fc-000d3a38a36f,[KADIN],loyal_customers
6948,a8784a7a-9f76-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN]",loyal_customers
6951,fae74166-ad55-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
6958,555fdf04-a707-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",champions
6960,0ac18530-664f-11ea-82da-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
6974,8b4e86be-bb98-11ea-aed7-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",champions
6976,36646aa2-a95f-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, COCUK]",loyal_customers
6983,137c30f6-ae00-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, AKTIFSPOR]",loyal_customers
6985,a54be35e-4bef-11ea-a626-000d3a38a36f,[KADIN],loyal_customers
6988,a4dcff38-a8a3-11e9-a2fc-000d3a38a36f,[KADIN],champions
6996,946e3514-ac53-11e9-a2fc-000d3a38a36f,"[COCUK, KADIN]",loyal_customers
6997,99a55f14-6b95-11eb-b5d7-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
7003,eff7ed2e-ff1b-11e9-a5e8-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
7008,5d46292e-ac54-11e9-a2fc-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
7009,233e3162-d667-11e9-93bc-000d3a38a36f,"[COCUK, KADIN]",loyal_customers
7014,1d955a66-a763-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
7016,3248fae4-aa6a-11e9-a2fc-000d3a38a36f,[COCUK],loyal_customers
7018,075b1fbe-fd68-11e9-a5e8-000d3a38a36f,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",champions
7019,994db1da-ac2c-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
7022,1b454a88-a131-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
7026,383a4c1a-63c8-11ea-a6dc-000d3a38a36f,"[ERKEK, COCUK, KADIN]",champions
7036,9d362dca-52f5-11ea-9ade-000d3a38a36f,"[KADIN, AKTIFSPOR]",champions
7046,e0369874-1f8a-11ea-87bf-000d3a38a36f,[KADIN],loyal_customers
7051,5489ef3c-9dd6-11e9-9897-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
7053,03ab141c-b1ab-11ea-b736-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
7056,5ea1c060-9495-11ea-85df-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",champions
7061,94c9440a-5b20-11ea-84d7-000d3a38a36f,[AKTIFCOCUK],loyal_customers
7062,b8b4b848-f137-11e9-9346-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
7068,b2c895fe-2962-11ea-b87a-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
7069,339f9360-1d0d-11ea-a490-000d3a38a36f,"[COCUK, KADIN]",champions
7070,4ef65f2c-647f-11ea-a507-000d3a38a36f,[],loyal_customers
7071,7b1a342c-a551-11e9-a2fc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
7076,5a9f7a2a-2f72-11eb-9c24-000d3a38a36f,"[AKTIFCOCUK, ERKEK, KADIN]",loyal_customers
7078,b8abaeda-a72f-11e9-a2fc-000d3a38a36f,[KADIN],loyal_customers
7093,0dbf7ec6-ff12-11e9-a5e8-000d3a38a36f,[ERKEK],loyal_customers
7100,2716549e-acfb-11e9-a2fc-000d3a38a36f,"[KADIN, AKTIFSPOR]",champions
7103,ea801f24-f11f-11e9-9346-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",loyal_customers
7110,9fe52b22-ad35-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
7116,f97d44e0-ae6a-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
7117,aa18a516-abbd-11e9-a2fc-000d3a38a36f,[KADIN],loyal_customers
7122,550d072e-d610-11e9-93bc-000d3a38a36f,"[ERKEK, COCUK, KADIN]",champions
7123,fd49d458-ac5d-11e9-a2fc-000d3a38a36f,[KADIN],loyal_customers
7124,3c93895c-ab59-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
7136,7b8919f2-a5d6-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN]",loyal_customers
7137,725d5806-aa2d-11e9-a2fc-000d3a38a36f,[AKTIFSPOR],loyal_customers
7138,70533a9a-2d9e-11ea-8e71-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
7146,0f522b7e-1edb-11ea-81ff-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",loyal_customers
7150,c9f81f1e-a82b-11e9-a2fc-000d3a38a36f,"[KADIN, AKTIFSPOR]",champions
7161,092be6ce-d6c2-11e9-93bc-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN]",loyal_customers
7164,8d8b1abe-233b-11ea-8523-000d3a38a36f,[KADIN],champions
7166,52e86974-650e-11ea-bac7-000d3a38a36f,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
7171,77e66e92-31fa-11eb-860c-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
7178,f61c7998-642b-11ea-a6dc-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",champions
7181,d459cc58-a91d-11e9-a2fc-000d3a38a36f,"[COCUK, KADIN, AKTIFSPOR]",loyal_customers
7187,68a7a78c-9d97-11e9-9897-000d3a38a36f,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",loyal_customers
7193,0c2a123a-136a-11ea-a001-000d3a38a36f,"[KADIN, AKTIFSPOR]",champions
7194,fc522d00-ddd8-11e9-a848-000d3a38a36f,[],loyal_customers
7197,eb6575ec-fb38-11e9-b138-000d3a38a36f,"[COCUK, AKTIFSPOR]",loyal_customers
7198,f62a6b7c-b074-11e9-9757-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",champions
7199,006633b6-a6b9-11e9-a2fc-000d3a38a36f,"[ERKEK, COCUK]",loyal_customers
7207,fd0fdc74-a99e-11e9-a2fc-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
7208,d55ada04-b087-11e9-9757-000d3a38a36f,[],loyal_customers
7211,5c6f3a24-5b20-11ea-9a9d-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",loyal_customers
7217,db39ae26-a85a-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",champions
7218,88d88786-00ae-11ea-a5e8-000d3a38a36f,"[ERKEK, KADIN, AKTIFSPOR]",champions
7219,b2be28ac-9f0c-11e9-9897-000d3a38a36f,"[AKTIFCOCUK, AKTIFSPOR]",loyal_customers
7223,cba59206-9dd1-11e9-9897-000d3a38a36f,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",champions
7236,5a994564-a8ec-11e9-a2fc-000d3a38a36f,[COCUK],loyal_customers
7239,7ab7e5f2-9e1b-11e9-9897-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
7241,5a1117f4-204a-11ea-87bf-000d3a38a36f,"[KADIN, AKTIFSPOR]",loyal_customers
7252,c6fdacfe-9de8-11e9-9897-000d3a38a36f,[AKTIFCOCUK],loyal_customers
7258,ffdd5eb8-aee9-11e9-a2fc-000d3a38a36f,"[COCUK, KADIN]",champions
7264,e18e8a5c-a1d0-11e9-a2fc-000d3a38a36f,"[KADIN, AKTIFSPOR]",champions
7269,0c5e2da0-3ed4-11ea-b794-000d3a38a36f,[AKTIFSPOR],loyal_customers
7271,b9edf692-f741-11e9-841e-000d3a38a36f,[AKTIFSPOR],loyal_customers
7272,d186774a-b095-11e9-9757-000d3a38a36f,[KADIN],loyal_customers
7273,d4893942-a96e-11e9-a2fc-000d3a38a36f,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",champions
7276,9dcfc116-21d5-11ea-9618-000d3a38a36f,"[KADIN, AKTIFSPOR]",champions
7286,5ece0254-6260-11ea-9861-000d3a38a36f,"[ERKEK, AKTIFSPOR]",loyal_customers
7303,346719dc-b104-11e9-9757-000d3a38a36f,[KADIN],loyal_customers
7308,120c4322-adbb-11e9-a2fc-000d3a38a36f,[KADIN],loyal_customers
7312,90befc98-925a-11eb-b584-000d3a38a36f,"[ERKEK, KADIN]",champions
7315,8606ea78-15e1-11ea-aa74-000d3a38a36f,[COCUK],loyal_customers
